name,sequence,probability,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage

spitfire_flyby_1,,,amb_elements/elm_spitfly1.wav,0.6,0.8,,,,1800,,auto,streamed,looping
stuka_flyby_1,,,amb_elements/elm_stukafly3.wav,0.6,0.8,,,,1800,,auto,streamed,looping
stuka_flyby_2,,,amb_elements/elm_stukafly4.wav,0.6,0.8,,,,1800,,auto,streamed,looping
plane_dive,,,vehicles/mrk_stuka_crash_4mx.wav,0.6,0.8,,,,1800,,auto,streamed,looping

plane_explosion_1,,,explosions/Plane_explode1_rl_mono2.wav,0.6,0.8,,,,3000,,auto,streamed,
plane_explosion_2,,,explosions/Plane_explode2_rl_mono2.wav,0.6,0.8,,,,3000,,auto,streamed,
plane_explosion_3,,,explosions/Plane_explode3_rl_mono2.wav,0.6,0.8,,,,3000,,auto,streamed,

#American artillery calls
us_arty_ready,,,Voiceovers/US/Artillery/artillery_ar1_sc01_01_t3_R.wav,1,1,,,,,,auto,streamed
us_arty_novalid,1,,Voiceovers/US/Artillery/artillery_ar1_sc01_02_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_novalid,2,,Voiceovers/US/Artillery/artillery_ar1_sc01_03_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_notready,1,,Voiceovers/US/Artillery/artillery_ar1_sc01_04_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_notready,2,,Voiceovers/US/Artillery/artillery_ar1_sc01_08_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_magblow,,,Voiceovers/US/Artillery/artillery_ar1_sc01_05_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_frndly,,,Voiceovers/US/Artillery/artillery_ar1_sc01_06_t4_R.wav,1,1,,,,,,auto,streamed
us_arty_tooclose,,,Voiceovers/US/Artillery/artillery_ar1_sc01_07_t1_R.wav,1,1,,,,,,auto,streamed
us_arty_unavalible,,,Voiceovers/US/Artillery/artillery_ar1_sc01_09_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_reload,1,,Voiceovers/US/Artillery/artillery_ar1_sc01_10_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_reload,2,,Voiceovers/US/Artillery/artillery_ar1_sc01_11_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_reload,3,,Voiceovers/US/Artillery/artillery_ar1_sc01_12_t2_R.wav,1,1,,,,,,auto,streamed
us_arty_shot,1,,Voiceovers/US/Artillery/artillery_ar1_sc01_13_t3_R.wav,1,1,,,,,,auto,streamed
us_arty_shot,2,,Voiceovers/US/Artillery/artillery_ar1_sc01_14_t4_R.wav,1,1,,,,,,auto,streamed
us_arty_firemission,,,Voiceovers/US/Artillery/artillery_ar1_sc01_05_t4.wav,1,1,,,,,,auto,streamed
us_arty_pointfuse,,,Voiceovers/US/Artillery/artillery_ar1_sc01_06_t5.wav,1,1,,,,,,auto,streamed
us_arty_0,1,,Voiceovers/US/Artillery/artillery_ar1_00a_t1.wav,1,1,,,,,,auto,streamed
us_arty_0,2,,Voiceovers/US/Artillery/artillery_ar1_00b_t1.wav,1,1,,,,,,auto,streamed
us_arty_0,3,,Voiceovers/US/Artillery/artillery_ar1_00c_t1.wav,1,1,,,,,,auto,streamed
us_arty_1,1,,Voiceovers/US/Artillery/artillery_ar1_01a_t1.wav,1,1,,,,,,auto,streamed
us_arty_1,2,,Voiceovers/US/Artillery/artillery_ar1_01b_t1.wav,1,1,,,,,,auto,streamed
us_arty_1,3,,Voiceovers/US/Artillery/artillery_ar1_01c_t1.wav,1,1,,,,,,auto,streamed
us_arty_2,1,,Voiceovers/US/Artillery/artillery_ar1_02a_t1.wav,1,1,,,,,,auto,streamed
us_arty_2,2,,Voiceovers/US/Artillery/artillery_ar1_02b_t1.wav,1,1,,,,,,auto,streamed
